timestamp,balance,total_pnl,total_pnl_percent,win_rate,profit_factor,sharpe_ratio,max_drawdown,avg_trade_pnl,avg_win,avg_loss,num_trades,num_wins,num_losses
2025-03-21 21:35:41.227565,1648.4753441236594,-347.9246558763422,-83.51524655876341,0.0,0.0,-2.295067615179327,0.8535783990057786,-347.9246558763422,0,-347.9246558763422,1,0,1
2025-03-21 21:41:10.980509,8872.178291848559,-17.77829184842722,-11.278217081514407,0.0,0.0,-0.14257408928935758,0.11900515356217456,-17.77829184842722,0,-17.77829184842722,1,0,1
