trade_id,symbol,type,entry_time,exit_time,entry_price,exit_price,size,pnl,pnl_percent,duration,exit_reason
train_ep1_trade_9_close_long,BTCUSDT,long,2023-02-27 23:50:00,2023-02-28,21006.21370658386,21212.002214242075,0.047604961749321606,9.796554035519224,0.9796554035519224,0,signal
train_ep1_trade_11_close_short,BTCUSDT,short,2023-03-01 23:50:00,2023-03-02,21212.002214242075,21893.06214775791,0.04714312161105585,32.107291270154704,3.2107291270154708,0,signal
train_ep1_trade_12_close_long,BTCUSDT,long,2023-03-02 23:50:00,2023-03-03,21893.06214775791,22107.835315560576,0.04567657065288196,9.810101773481694,0.9810101773481693,0,signal
train_ep1_trade_13_close_short,BTCUSDT,short,2023-03-03 23:50:00,2023-03-04,22107.835315560576,22002.469080972885,0.04523283196777529,-4.76601318418222,-0.47660131841822195,0,signal
train_ep1_trade_14_close_long,BTCUSDT,long,2023-03-04 23:50:00,2023-03-05,22002.469080972885,21650.308453192843,0.0454494446200482,-16.005504949650426,-1.6005504949650424,0,signal
train_ep1_trade_17_close_short,BTCUSDT,short,2023-03-07 23:50:00,2023-03-08,22753.47819148224,22854.42857714564,0.04394932465201517,4.436701273266908,0.44367012732669076,0,signal
train_ep1_trade_19_close_long,BTCUSDT,long,2023-03-09 23:50:00,2023-03-10,22854.42857714564,23126.965377178298,0.0437551959185712,11.924901080449333,1.1924901080449333,0,signal
train_ep1_trade_20_close_short,BTCUSDT,short,2023-03-10 23:50:00,2023-03-11,23126.965377178298,22487.038975885374,0.04323956834331583,-27.670141363397516,-2.7670141363397516,0,signal
train_ep1_trade_21_close_long,BTCUSDT,long,2023-03-11 23:50:00,2023-03-12,22487.038975885374,23454.367503387548,0.04447006122381781,43.01715884156719,4.301715884156719,0,signal
train_ep1_trade_28_close_short,BTCUSDT,short,2023-03-18 23:50:00,2023-03-19,23522.41341317981,24052.63393204941,0.04251264453330675,22.541076442968876,2.2541076442968877,0,signal
train_ep1_trade_29_close_long,BTCUSDT,long,2023-03-19 23:50:00,2023-03-20,24052.63393204941,22922.34228450034,0.04157548827396945,-46.99242713884202,-4.6992427138842015,0,signal
train_ep1_trade_32_close_short,BTCUSDT,short,2023-03-22 23:50:00,2023-03-23,22922.34228450034,22904.649279753125,0.04362555918537964,-0.7718672257668762,-0.07718672257668761,0,signal
train_ep1_trade_33_close_long,BTCUSDT,long,2023-03-23 23:50:00,2023-03-24,22904.649279753125,23345.134785803824,0.043659258335990485,19.231270501927,1.9231270501926998,0,signal
train_ep1_trade_37_close_short,BTCUSDT,short,2023-03-27 23:50:00,2023-03-28,21809.63472649597,21119.04016750421,0.045851295197765304,-31.66465498630178,-3.1664654986301777,0,signal
train_ep1_trade_38_close_long,BTCUSDT,long,2023-03-28 23:50:00,2023-03-29,21119.04016750421,20430.44659991666,0.047350636774615186,-32.60534390417442,-3.2605343904174418,0,signal
train_ep1_trade_39_close_short,BTCUSDT,short,2023-03-29 23:50:00,2023-03-30,20430.44659991666,20815.35062459369,0.048946556068141904,18.83972642470777,1.883972642470777,0,signal
train_ep1_trade_47_close_long,BTCUSDT,long,2023-04-06 23:50:00,2023-04-07,22103.25077148645,22317.82937203145,0.04524221393217038,9.70801095112258,0.970801095112258,0,signal
train_ep1_trade_48_close_short,BTCUSDT,short,2023-04-07 23:50:00,2023-04-08,22317.82937203145,21829.91909297609,0.04480722490213108,-21.861905605694997,-2.1861905605694996,0,signal
train_ep1_trade_50_close_long,BTCUSDT,long,2023-04-09 23:50:00,2023-04-10,21829.91909297609,22779.92129526196,0.04580869016238159,43.51835653809351,4.351835653809351,0,signal
train_ep1_trade_55_close_short,BTCUSDT,short,2023-04-14 23:50:00,2023-04-15,20947.24157500656,19463.79451053221,0.0477389825490513,-70.81825352338231,-7.081825352338232,0,signal
train_ep1_trade_56_close_long,BTCUSDT,long,2023-04-15 23:50:00,2023-04-16,19463.79451053221,19880.59499850654,0.05137744335817366,21.414143462560343,2.141414346256034,0,signal
train_ep1_trade_57_close_short,BTCUSDT,short,2023-04-16 23:50:00,2023-04-17,19880.59499850654,19223.77225952864,0.05030030540208286,-33.038384365621035,-3.3038384365621036,0,signal
train_ep1_trade_58_close_long,BTCUSDT,long,2023-04-17 23:50:00,2023-04-18,19223.77225952864,18646.45713372603,0.05201892669657124,-30.03131320994768,-3.0031313209947683,0,signal
train_ep1_trade_60_close_short,BTCUSDT,short,2023-04-19 23:50:00,2023-04-20,18646.45713372603,18745.70393251939,0.05362949072997305,5.32255527586798,0.532255527586798,0,signal
train_ep1_trade_62_close_long,BTCUSDT,long,2023-04-21 23:50:00,2023-04-22,18745.70393251939,19447.749067544093,0.053345556059126435,37.450988106497235,3.7450988106497234,0,signal
train_ep1_trade_64_close_short,BTCUSDT,short,2023-04-23 23:50:00,2023-04-24,19447.749067544093,19306.00599279052,0.051419832522874194,-7.288405165105947,-0.7288405165105947,0,signal
train_ep1_trade_67_close_long,BTCUSDT,long,2023-04-26 23:50:00,2023-04-27,19146.806930573413,19412.31272477579,0.052228029646197084,13.866844490838886,1.3866844490838885,0,signal
train_ep1_trade_69_close_short,BTCUSDT,short,2023-04-28 23:50:00,2023-04-29,19412.31272477579,19874.95977148111,0.05151369721773065,23.832659882655076,2.383265988265508,0,signal
train_ep1_trade_75_close_long,BTCUSDT,long,2023-05-04 23:50:00,2023-05-05,20434.416170628483,21574.078762447432,0.048937047755607296,55.77172268112311,5.577172268112311,0,signal
train_ep1_trade_81_close_short,BTCUSDT,short,2023-05-10 23:50:00,2023-05-11,22132.50340295572,21734.625214193504,0.04518241709008179,-17.97709827570079,-1.797709827570079,0,signal
train_ep1_trade_85_close_long,BTCUSDT,long,2023-05-14 23:50:00,2023-05-15,23145.834413621054,24163.894230659647,0.04320431841556387,43.98458050142606,4.398458050142605,0,signal
train_ep1_trade_92_close_short,BTCUSDT,short,2023-05-21 23:50:00,2023-05-22,24199.96542574658,23097.57982495068,0.04132237308637186,-45.55318908113238,-4.555318908113238,0,signal
train_ep1_trade_97_close_long,BTCUSDT,long,2023-05-26 23:50:00,2023-05-27,23097.57982495068,23386.02885605525,0.04329457924071208,12.488279434063438,1.2488279434063438,0,signal
train_ep1_trade_104_close_short,BTCUSDT,short,2023-06-02 23:50:00,2023-06-03,24494.503109034813,25399.881297529017,0.04082548625496099,36.96250478991159,3.6962504789911597,0,signal
train_ep1_trade_109_close_long,BTCUSDT,long,2023-06-07 23:50:00,2023-06-08,25399.881297529017,26277.881659256185,0.03937026273021533,34.56710491842272,3.456710491842272,0,signal
train_ep1_trade_114_close_short,BTCUSDT,short,2023-06-12 23:50:00,2023-06-13,29293.613570228303,29218.20905716343,0.034137133597485575,-2.574093936348942,-0.2574093936348942,0,signal
train_ep1_trade_121_close_long,BTCUSDT,long,2023-06-19 23:50:00,2023-06-20,29218.20905716343,30567.206317578104,0.034225232561091216,46.16974496196718,4.616974496196717,0,signal
