timestamp,balance,total_pnl,total_pnl_percent,win_rate,profit_factor,sharpe_ratio,max_drawdown,avg_trade_pnl,avg_win,avg_loss,num_trades,num_wins,num_losses
2025-03-21 22:07:34.228909,9008.99655403552,9.796554035519224,-9.91003445964479,1.0,inf,-5.8979443932214375,0.10089925719300082,9.796554035519224,9.796554035519224,0,1,1,0
2025-03-21 22:07:34.233381,7976.085344143752,41.903845305673926,-20.23914655856248,1.0,inf,-8.131021327254881,0.20398412691152282,20.951922652836963,20.951922652836963,0,2,2,0
2025-03-21 22:07:34.236208,9049.297185541036,51.713947079155616,-9.507028144589636,1.0,inf,-1.9166038546692483,0.20398412691152282,17.23798235971854,17.23798235971854,0,3,3,0
2025-03-21 22:07:34.239186,8053.259274684508,46.947933894973396,-19.467407253154924,0.75,10.850567356965673,-3.9163469344819544,0.20398412691152282,11.736983473743349,17.23798235971854,-4.76601318418222,4,3,1
2025-03-21 22:07:34.241764,9026.923649771768,30.94242894532297,-9.730763502282313,0.6,2.489656593512245,-1.1752172380257524,0.20398412691152282,6.188485789064594,17.23798235971854,-10.385759066916323,5,3,2
2025-03-21 22:07:34.246191,8020.89335070048,35.37913021858988,-19.791066492995203,0.6666666666666666,2.7032520199361043,-2.5576071841980608,0.20398412691152282,5.896521703098313,14.03766208810563,-10.385759066916323,6,4,2
2025-03-21 22:07:34.249605,9040.889879646955,47.30403129903921,-9.59110120353045,0.7142857142857143,3.2773506969618365,-0.6401520255256224,0.20398412691152282,6.757718757005601,13.61510988657437,-10.385759066916323,7,5,2
2025-03-21 22:07:34.252918,8067.755251049922,19.633889935641694,-19.32244748950078,0.625,1.405310019091405,-1.7954012839334585,0.20398412691152282,2.4542362419552117,13.61510988657437,-16.147219832410055,8,5,3
2025-03-21 22:07:34.255915,9054.643195221239,62.651048777208885,-9.45356804778761,0.6666666666666666,2.2933299442557535,-0.388063467018546,0.20398412691152282,6.961227641912099,18.515451379073173,-16.147219832410055,9,6,3
2025-03-21 22:07:34.263661,8030.084911914735,85.19212522017776,-19.699150880852645,0.7,2.7586541440647583,-1.2630861625163032,0.20398412691152282,8.519212522017776,19.09054067391542,-16.147219832410055,10,7,3
2025-03-21 22:07:34.266310,9027.365621231253,38.19969808133574,-9.726343787687474,0.6363636363636364,1.4002731039592413,-0.2109386853063775,0.20398412691152282,3.4726998255759765,19.09054067391542,-23.858521659018045,11,7,4
2025-03-21 22:07:34.271348,8027.356285427875,37.427830855568864,-19.726437145721242,0.5833333333333334,1.389038613029281,-0.978611351061987,0.20398412691152282,3.1189859046307387,19.09054067391542,-19.241190772367812,12,7,5
2025-03-21 22:07:34.273874,9044.24413022516,56.659101357495864,-9.557558697748414,0.6153846153846154,1.5889354980967574,-0.07611654087844823,0.20398412691152282,4.358392412115067,19.108131902416865,-19.241190772367812,13,8,5
2025-03-21 22:07:34.279056,8074.701092703261,24.994446371194083,-19.252989072967395,0.5714285714285714,1.1954667033835547,-0.7217549563316336,0.20398412691152282,1.7853175979424345,19.108131902416865,-21.311768141356808,14,8,6
